NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Rmag,Separation_arcsec
73793,17.533,11744.424,7491.159,0.867,2.055,9.345,-33.279,9.345,-33.279,17.022,0.767
73890,15.992,6140.971,7433.707,0.955,2.459,9.717,-33.282,9.717,-33.282,15.148,0.588
73912,18.822,5333.793,7576.246,0.851,2.109,9.771,-33.274,9.771,-33.274,17.956,0.526
73990,15.389,15470.078,7367.373,0.998,2.400,9.097,-33.285,9.097,-33.285,14.645,0.537
74006,17.347,7387.273,7517.668,0.983,2.133,9.634,-33.277,9.634,-33.277,16.805,0.500
74206,16.844,6169.531,7392.303,0.992,2.169,9.715,-33.284,9.715,-33.284,15.823,0.498
74335,20.825,4539.232,7673.914,0.981,1.914,9.823,-33.268,9.824,-33.268,20.097,0.550
74359,16.752,3159.014,7522.910,0.857,2.164,9.915,-33.276,9.915,-33.276,16.293,0.525
74471,19.354,15602.487,7606.857,0.862,2.182,9.088,-33.272,9.088,-33.272,18.798,0.523
74659,19.982,16858.316,7698.727,0.954,2.125,9.005,-33.266,9.005,-33.266,18.218,0.444
74666,16.390,7517.401,7510.116,0.996,2.234,9.626,-33.278,9.626,-33.278,15.941,0.523
74667,19.344,8607.798,7680.201,0.907,2.077,9.553,-33.268,9.553,-33.268,18.060,0.505
74804,14.307,4562.052,7378.250,0.977,3.858,9.822,-33.285,9.822,-33.285,13.569,0.574
74836,20.274,14149.899,7714.119,0.968,2.067,9.185,-33.266,9.185,-33.266,18.752,0.608
74858,18.320,11311.206,7670.895,0.921,2.025,9.374,-33.269,9.374,-33.269,17.539,0.764
75102,18.277,16416.123,7702.588,0.980,2.169,9.034,-33.266,9.034,-33.266,17.451,0.443
75521,16.992,10485.992,7667.542,0.859,2.101,9.428,-33.269,9.428,-33.269,16.494,0.590
75679,20.805,4203.157,7827.790,0.984,2.052,9.846,-33.260,9.846,-33.260,19.694,0.581
75903,18.599,8963.591,7813.436,0.963,2.084,9.529,-33.261,9.530,-33.261,18.086,0.483
75907,19.166,13873.570,7830.685,0.927,2.064,9.203,-33.260,9.203,-33.260,18.509,0.545
75923,18.937,15509.847,7818.568,0.854,2.163,9.095,-33.260,9.095,-33.260,17.888,0.526
75931,17.687,14843.929,7577.676,0.864,2.991,9.139,-33.273,9.139,-33.274,16.644,0.835
76048,21.259,9238.783,7883.928,0.981,1.898,9.511,-33.257,9.511,-33.257,19.277,0.484
76091,17.943,3358.419,7826.741,0.928,2.085,9.902,-33.260,9.902,-33.260,17.280,0.559
76108,20.416,10796.774,7876.891,0.977,1.958,9.408,-33.257,9.408,-33.257,18.615,0.610
76177,19.975,14735.974,7879.252,0.976,2.008,9.146,-33.257,9.146,-33.257,19.181,0.511
76214,17.500,6234.303,7769.828,0.935,2.131,9.711,-33.263,9.711,-33.263,16.974,0.515
76232,14.476,15354.051,7547.538,0.983,3.542,9.105,-33.275,9.105,-33.275,13.740,0.527
76284,14.398,4649.530,7290.328,0.979,3.665,9.816,-33.290,9.816,-33.290,13.498,0.552
76358,17.816,10100.232,7841.940,0.907,2.068,9.454,-33.259,9.454,-33.259,17.266,0.489
76544,18.914,7695.903,7899.204,0.924,2.091,9.614,-33.256,9.614,-33.256,18.418,0.504
76678,17.373,16761.565,7847.202,0.946,2.257,9.011,-33.258,9.011,-33.258,16.489,0.412
76994,21.095,6455.246,8001.655,0.978,1.951,9.696,-33.250,9.696,-33.250,18.887,0.545
77117,18.341,13937.200,7935.496,0.997,2.106,9.199,-33.254,9.199,-33.254,17.774,0.553
77164,20.604,13416.448,8018.126,0.908,2.266,9.234,-33.249,9.234,-33.249,19.669,0.573
77256,17.811,4914.633,7969.648,0.905,2.062,9.798,-33.252,9.799,-33.252,17.098,0.547
77346,16.931,7828.752,7906.653,0.931,2.148,9.605,-33.256,9.605,-33.256,16.248,0.515
77578,19.039,13358.195,8047.042,0.957,2.055,9.238,-33.248,9.238,-33.248,17.891,0.613
77667,20.090,11912.801,8046.429,0.926,3.357,9.334,-33.248,9.334,-33.248,19.162,0.726
77685,15.020,8694.379,7780.689,0.997,2.744,9.547,-33.263,9.548,-33.263,14.268,0.524
77694,20.250,16704.342,8066.989,0.910,2.196,9.015,-33.246,9.015,-33.246,19.791,0.398
77794,21.466,17073.178,8100.778,0.980,2.125,8.991,-33.244,8.991,-33.244,19.330,0.374
77805,20.521,14839.113,8091.604,0.952,2.089,9.139,-33.245,9.139,-33.245,18.973,0.424
77852,18.796,14413.798,8061.581,0.844,2.128,9.167,-33.247,9.168,-33.247,17.782,0.481
77853,21.699,4017.489,8115.747,0.980,1.931,9.858,-33.244,9.858,-33.244,19.899,0.614
77938,20.088,7566.658,8063.248,0.891,3.671,9.622,-33.247,9.622,-33.247,19.156,0.146
77999,19.491,3977.684,8061.362,0.931,2.027,9.861,-33.247,9.861,-33.247,18.512,0.561
78061,21.465,4921.581,8142.897,0.983,1.818,9.798,-33.242,9.798,-33.242,19.326,0.554
78095,12.427,5297.439,7420.132,0.845,11.138,9.773,-33.282,9.773,-33.283,11.686,0.771
78146,15.839,9940.390,7934.626,0.993,2.110,9.465,-33.254,9.465,-33.254,15.311,0.484
78170,15.866,4081.086,7982.757,0.993,2.117,9.854,-33.251,9.854,-33.251,15.356,0.592
78194,21.359,13964.595,8143.998,0.974,2.066,9.197,-33.242,9.197,-33.242,20.169,0.563
78241,18.886,4085.437,7950.355,0.919,2.764,9.854,-33.253,9.854,-33.253,18.151,0.564
78266,19.467,4346.410,8130.844,0.966,2.022,9.836,-33.243,9.836,-33.243,18.740,0.597
78363,20.196,15503.092,8164.961,0.979,2.029,9.095,-33.241,9.095,-33.241,18.595,0.506
78459,19.821,15951.439,8166.469,0.948,2.082,9.065,-33.241,9.065,-33.241,18.677,0.486
78471,19.575,2278.758,8158.218,0.906,2.052,9.974,-33.241,9.974,-33.241,19.184,0.494
78495,19.862,2632.800,8169.459,0.972,2.025,9.950,-33.240,9.950,-33.240,19.415,0.504
78498,20.636,16831.420,8175.805,0.978,2.142,9.007,-33.240,9.007,-33.240,18.649,0.426
78606,19.183,12123.743,8166.066,0.945,1.996,9.320,-33.241,9.320,-33.241,17.485,0.673
78641,21.169,12144.843,8214.197,0.977,1.951,9.318,-33.238,9.318,-33.239,19.974,0.679
78718,20.627,6358.881,8218.353,0.979,1.968,9.702,-33.238,9.703,-33.238,19.886,0.526
78789,20.893,3332.683,8232.996,0.992,1.961,9.903,-33.237,9.904,-33.237,19.132,0.564
78833,15.782,11931.977,8033.778,0.998,2.097,9.332,-33.249,9.332,-33.249,15.294,0.701
78887,21.017,12132.771,8221.141,0.966,2.055,9.319,-33.238,9.319,-33.238,19.369,0.703
78930,15.801,4189.610,8039.533,0.985,2.088,9.847,-33.248,9.847,-33.248,15.241,0.605
79102,17.417,16271.303,8166.202,0.981,2.214,9.044,-33.240,9.044,-33.241,16.919,0.392
79270,14.736,9383.007,8013.554,0.978,3.070,9.502,-33.250,9.502,-33.250,14.032,0.408
79388,17.159,8313.719,8166.616,0.867,2.143,9.573,-33.241,9.573,-33.241,16.464,0.547
79433,14.004,16679.283,7985.136,0.980,4.540,9.017,-33.250,9.017,-33.250,13.043,0.408
79516,17.688,4292.261,8247.290,0.965,2.090,9.840,-33.236,9.840,-33.236,17.180,0.603
79624,19.424,7250.038,8302.184,0.944,2.055,9.643,-33.234,9.643,-33.234,18.248,0.480
79651,20.254,14245.294,8321.031,0.951,2.075,9.179,-33.232,9.179,-33.232,19.327,0.525
79706,19.779,16700.863,8323.204,0.958,2.151,9.016,-33.232,9.016,-33.232,18.765,0.403
79876,13.053,2977.868,7854.200,0.847,7.710,9.927,-33.258,9.927,-33.258,12.169,0.553
79962,18.707,5873.748,8283.522,0.877,2.094,9.735,-33.235,9.735,-33.235,17.245,0.516
79971,17.406,1681.724,8249.245,0.904,2.174,10.013,-33.236,10.013,-33.236,16.975,0.467
79985,15.170,13161.702,8130.953,0.999,2.489,9.251,-33.243,9.251,-33.243,14.473,0.584
80194,20.517,2442.008,8394.079,0.987,1.994,9.963,-33.228,9.963,-33.228,18.978,0.506
80302,21.632,4464.998,8423.136,0.980,1.864,9.828,-33.227,9.828,-33.227,18.737,0.572
80331,18.749,15945.121,8369.463,0.918,2.144,9.066,-33.229,9.066,-33.229,16.803,0.471
80450,20.785,4324.022,8424.616,0.986,1.959,9.838,-33.226,9.838,-33.227,19.642,0.603
80729,20.843,4940.207,8389.026,0.863,2.672,9.797,-33.229,9.797,-33.229,20.782,0.607
80830,21.899,4467.825,8488.493,0.977,1.841,9.828,-33.223,9.828,-33.223,19.443,0.610
80866,13.568,8145.990,8011.157,0.960,5.723,9.584,-33.250,9.584,-33.250,12.561,0.542
81006,19.699,3534.869,8482.979,0.999,2.022,9.890,-33.223,9.890,-33.223,18.896,0.586
81105,19.262,13864.080,8465.073,0.871,2.058,9.204,-33.224,9.204,-33.224,17.574,0.510
81245,21.500,11094.292,8538.554,0.980,1.892,9.388,-33.221,9.388,-33.221,19.485,0.643
81349,21.041,2876.947,8550.922,0.981,1.952,9.934,-33.219,9.934,-33.219,19.728,0.547
81374,15.099,7110.154,8283.547,0.999,2.938,9.653,-33.235,9.653,-33.235,13.748,0.309
81591,19.732,2730.962,8555.456,0.958,2.057,9.943,-33.219,9.944,-33.219,18.950,0.526
81630,20.528,8450.904,8566.968,0.981,1.999,9.564,-33.219,9.564,-33.219,18.916,0.518
81647,15.242,15308.288,8349.874,0.998,2.488,9.108,-33.230,9.108,-33.231,14.514,0.534
81649,20.665,9441.618,8574.229,0.969,1.978,9.498,-33.219,9.498,-33.219,20.087,0.450
81706,14.548,8019.307,7918.719,0.985,3.410,9.592,-33.255,9.592,-33.255,13.711,0.546
81738,19.286,11688.960,8561.183,0.890,2.067,9.348,-33.219,9.349,-33.219,18.131,0.598
81774,20.582,15866.580,8591.465,0.929,2.103,9.071,-33.217,9.071,-33.217,20.179,0.471
82049,20.891,16279.885,8616.306,0.920,2.362,9.044,-33.215,9.044,-33.216,20.223,0.450
82085,18.125,13486.751,8584.833,0.901,2.038,9.229,-33.218,9.229,-33.218,16.718,0.590
82115,20.877,12843.172,8643.846,0.983,1.903,9.272,-33.215,9.272,-33.215,19.597,0.605
82230,20.085,3909.723,8617.697,0.928,4.449,9.865,-33.216,9.865,-33.216,19.870,0.946
82349,20.656,4116.381,8665.978,0.971,2.004,9.851,-33.213,9.852,-33.213,19.343,0.611
82363,20.560,7691.559,8664.526,0.925,2.050,9.614,-33.214,9.614,-33.214,19.997,0.544
82364,20.896,13558.565,8674.842,0.983,1.910,9.224,-33.213,9.224,-33.213,19.624,0.551
82375,18.656,2549.119,8620.454,0.929,2.130,9.955,-33.215,9.956,-33.215,16.969,0.525
82449,18.331,6544.075,8622.167,0.895,2.072,9.690,-33.216,9.690,-33.216,16.576,0.516
82524,20.342,7667.764,8677.975,0.968,2.066,9.616,-33.213,9.616,-33.213,19.001,0.551
82657,20.619,8813.595,8698.680,0.965,2.019,9.539,-33.212,9.540,-33.212,18.821,0.557
82679,20.663,15894.540,8706.286,0.963,2.117,9.069,-33.211,9.069,-33.211,19.641,0.477
82708,13.738,16535.160,8313.381,0.916,5.334,9.027,-33.232,9.027,-33.232,12.774,0.330
82843,17.231,14386.433,8598.198,0.853,2.121,9.169,-33.217,9.169,-33.217,16.429,0.556
82879,20.050,15573.582,8721.913,0.937,2.124,9.091,-33.210,9.091,-33.210,19.122,0.497
82927,21.777,10355.317,8746.337,0.977,1.895,9.437,-33.209,9.437,-33.209,19.700,0.499
82974,17.758,1824.877,8646.410,0.909,2.123,10.004,-33.214,10.004,-33.214,16.767,0.505
82983,16.880,9609.709,8590.594,0.891,2.376,9.487,-33.218,9.487,-33.218,16.488,0.505
83011,15.132,9262.141,8493.354,0.999,2.527,9.510,-33.223,9.510,-33.223,14.514,0.455
83049,20.546,5009.845,8723.890,0.909,2.325,9.792,-33.210,9.792,-33.210,18.836,0.600
83110,19.515,8605.116,8735.410,0.870,2.079,9.553,-33.210,9.553,-33.210,19.047,0.572
83121,21.393,12621.071,8766.801,0.980,1.852,9.287,-33.208,9.287,-33.208,19.306,0.615
83335,16.115,13384.672,8588.695,0.996,1.987,9.236,-33.218,9.236,-33.218,15.658,0.568
83336,19.135,13073.163,8752.979,0.919,2.003,9.257,-33.208,9.257,-33.209,17.433,0.594
83403,20.759,10001.304,8798.766,0.978,1.932,9.461,-33.206,9.461,-33.206,19.093,0.445
83542,16.558,12926.518,8640.417,0.959,2.128,9.266,-33.215,9.266,-33.215,16.029,0.486
83637,19.619,15233.916,8789.639,0.874,2.143,9.113,-33.206,9.113,-33.206,19.057,0.524
83797,19.650,11628.642,8822.592,0.913,2.013,9.353,-33.205,9.353,-33.205,17.709,0.658
83877,20.601,9762.397,8854.241,0.957,1.996,9.476,-33.203,9.477,-33.203,20.057,0.401
83887,21.630,1615.321,8871.095,0.980,1.923,10.017,-33.201,10.018,-33.201,19.161,0.530
83888,21.526,8782.483,8871.607,0.981,1.893,9.542,-33.202,9.542,-33.202,19.569,0.572
83908,16.873,5419.498,8727.429,0.982,2.132,9.765,-33.210,9.765,-33.210,16.308,0.554
84037,20.461,1973.846,8869.346,0.969,2.041,9.994,-33.201,9.994,-33.201,19.600,0.496
84095,18.129,15235.673,8827.255,0.862,2.182,9.113,-33.204,9.113,-33.204,17.625,0.495
84296,18.698,1815.383,8854.327,0.964,2.099,10.004,-33.202,10.004,-33.202,18.105,0.493
84518,18.405,8597.269,8883.055,0.876,2.091,9.554,-33.201,9.554,-33.202,16.789,0.514
84536,19.869,16332.212,8923.887,0.897,2.176,9.040,-33.198,9.040,-33.198,18.891,0.343
84562,20.775,4349.154,8947.101,0.980,1.912,9.836,-33.197,9.836,-33.198,18.770,0.570
84706,19.877,8560.353,8946.682,0.942,1.999,9.556,-33.198,9.556,-33.198,18.981,0.532
84768,21.016,16651.111,8973.315,0.979,2.060,9.019,-33.196,9.019,-33.196,19.228,0.403
84937,20.612,3861.411,8981.099,0.919,2.186,9.868,-33.195,9.868,-33.196,18.778,0.689
85002,18.435,10294.631,8938.583,0.918,2.048,9.441,-33.198,9.441,-33.198,16.852,0.461
85182,15.975,9941.955,8860.906,0.970,2.145,9.465,-33.203,9.465,-33.203,15.195,0.420
85272,20.240,12394.154,9022.280,0.958,1.993,9.302,-33.194,9.302,-33.194,18.646,0.593
85284,19.056,10289.132,9013.248,0.947,2.033,9.441,-33.194,9.442,-33.194,18.504,0.424
85340,20.058,12159.921,8993.471,0.945,1.986,9.317,-33.195,9.317,-33.195,18.337,0.572
85360,21.245,3765.944,9056.042,0.981,1.952,9.875,-33.191,9.875,-33.191,20.322,0.585
85371,15.177,5722.494,8967.663,0.988,3.989,9.745,-33.197,9.745,-33.197,14.673,0.572
85382,20.500,13107.485,9047.419,0.974,1.896,9.254,-33.192,9.255,-33.192,19.008,0.560
85420,11.811,16962.379,8560.894,0.845,16.373,8.998,-33.218,8.998,-33.218,10.589,0.294
85449,17.714,3432.505,8982.075,0.853,2.099,9.897,-33.195,9.897,-33.195,16.792,0.564
85547,19.118,10912.843,9046.913,0.967,2.008,9.400,-33.192,9.400,-33.192,18.129,0.584
85754,19.706,7282.143,9081.068,0.896,2.115,9.641,-33.190,9.641,-33.190,19.307,0.529
85808,17.228,8223.988,8972.654,0.957,2.187,9.579,-33.196,9.579,-33.197,16.763,0.523
85866,16.520,15021.951,8952.400,0.983,2.249,9.127,-33.197,9.127,-33.197,16.046,0.506
85949,16.268,3227.043,8926.614,0.970,2.254,9.910,-33.198,9.911,-33.198,15.712,0.580
85965,17.954,1957.416,9054.532,0.977,2.102,9.995,-33.191,9.995,-33.191,16.934,0.266
86019,19.462,8706.265,9095.365,0.896,2.086,9.547,-33.190,9.547,-33.190,18.853,0.546
86188,19.640,7915.085,9136.397,0.879,2.125,9.599,-33.187,9.599,-33.187,18.733,0.540
86254,17.831,16166.550,9067.662,0.953,2.231,9.051,-33.190,9.051,-33.191,17.279,0.450
86334,20.660,4578.554,9163.368,0.979,1.937,9.821,-33.185,9.821,-33.186,19.158,0.586
86439,19.248,8430.966,9137.148,0.933,2.121,9.565,-33.187,9.565,-33.187,18.827,0.553
86459,21.015,14216.985,9190.382,0.977,1.980,9.181,-33.184,9.181,-33.184,20.268,0.507
86469,18.678,10613.493,9150.956,0.894,2.084,9.420,-33.187,9.420,-33.187,18.261,0.511
86482,20.654,5545.840,9195.435,0.981,1.901,9.756,-33.184,9.756,-33.184,18.629,0.539
86530,20.512,12716.493,9179.992,0.909,4.221,9.280,-33.185,9.280,-33.185,20.512,0.554
86535,19.363,10847.905,9152.327,0.924,2.039,9.404,-33.186,9.405,-33.187,18.703,0.527
86546,20.319,5568.234,9191.897,0.967,2.025,9.755,-33.184,9.755,-33.184,18.361,0.568
86586,18.900,9565.475,9167.698,0.908,2.056,9.490,-33.186,9.490,-33.186,17.674,0.384
86657,20.097,12216.266,9196.191,0.941,2.001,9.314,-33.184,9.314,-33.184,18.624,0.593
86703,14.885,16769.611,8577.623,0.988,3.420,9.011,-33.217,9.011,-33.218,14.043,0.422
86776,18.673,7635.931,9192.267,0.899,2.130,9.618,-33.184,9.618,-33.184,18.081,0.551
86888,22.053,6277.891,9261.035,0.972,1.789,9.708,-33.180,9.708,-33.180,20.020,0.522
86889,20.427,2956.446,9232.140,0.968,1.984,9.928,-33.181,9.928,-33.181,18.492,0.559
86904,20.189,11668.948,9234.081,0.959,2.184,9.350,-33.182,9.350,-33.182,17.958,0.651
87037,21.136,13066.915,9266.739,0.976,2.006,9.257,-33.180,9.257,-33.180,19.543,0.577
87047,14.772,10497.019,8992.232,0.992,3.039,9.428,-33.195,9.428,-33.195,14.071,0.502
87272,18.748,3254.285,9252.038,0.901,2.166,9.908,-33.180,9.909,-33.180,18.125,0.644
87276,18.699,14602.208,9248.828,0.890,2.093,9.155,-33.181,9.155,-33.181,17.803,0.413
87384,14.165,11035.029,8963.040,0.981,4.247,9.392,-33.197,9.392,-33.197,13.252,0.617
87415,18.135,16007.300,9260.817,0.905,2.160,9.062,-33.180,9.062,-33.180,17.207,0.433
87460,20.226,1915.024,9298.435,0.959,2.048,9.997,-33.177,9.997,-33.177,19.305,0.488
87471,13.699,3037.731,8918.391,0.979,5.460,9.923,-33.199,9.923,-33.199,12.698,0.464
87717,20.535,16069.782,9332.946,0.968,2.121,9.058,-33.176,9.058,-33.176,19.669,0.444
87790,17.100,14447.256,9198.396,0.955,2.127,9.165,-33.183,9.166,-33.184,15.785,0.510
87920,19.927,2211.358,9345.950,0.967,1.999,9.978,-33.175,9.978,-33.175,17.492,0.509
87977,20.864,11419.857,9366.158,0.982,2.003,9.366,-33.175,9.367,-33.175,19.645,0.540
88137,20.284,11450.338,9391.897,0.960,2.023,9.364,-33.173,9.365,-33.173,18.127,0.602
88238,17.681,17148.891,9324.085,0.877,2.252,8.986,-33.176,8.986,-33.176,15.991,0.394
88264,20.323,11452.262,9405.902,0.963,2.044,9.364,-33.172,9.364,-33.172,19.930,0.589
88265,21.158,14558.705,9406.064,0.979,2.058,9.158,-33.172,9.158,-33.172,19.851,0.482
88301,21.381,12022.654,9417.890,0.978,1.894,9.326,-33.172,9.327,-33.172,19.281,0.559
88378,18.185,6633.678,9348.999,0.928,2.097,9.684,-33.175,9.684,-33.176,16.518,0.550
88408,15.867,12292.359,9189.663,0.993,2.083,9.309,-33.184,9.309,-33.184,14.584,0.622
88409,19.258,10094.565,9379.887,0.879,2.130,9.454,-33.174,9.455,-33.174,18.521,0.341
88430,19.903,16788.764,9407.851,0.951,2.159,9.010,-33.171,9.010,-33.171,18.309,0.315
88536,20.232,15401.815,9428.691,0.935,2.124,9.102,-33.171,9.102,-33.171,19.681,0.488
88547,18.599,16096.723,9405.064,0.921,2.157,9.056,-33.172,9.056,-33.172,17.487,0.464
88600,14.383,13527.868,9118.749,0.979,3.719,9.226,-33.188,9.227,-33.188,13.484,0.504
88745,13.929,10400.670,8888.919,0.981,4.711,9.434,-33.201,9.434,-33.201,13.101,0.451
88747,21.799,6604.656,9468.223,0.979,1.936,9.686,-33.169,9.686,-33.169,19.765,0.556
88879,20.828,17157.102,9484.653,0.971,2.142,8.986,-33.167,8.986,-33.167,20.043,0.420
88949,21.349,13535.475,9495.585,0.979,1.916,9.226,-33.167,9.226,-33.167,19.775,0.497
89008,20.493,3118.073,9489.971,0.988,1.973,9.917,-33.167,9.918,-33.167,18.919,0.601
89043,17.305,16147.325,9368.030,0.942,2.222,9.053,-33.174,9.053,-33.174,16.745,0.354
89108,19.105,9761.949,9472.620,0.916,2.053,9.476,-33.169,9.477,-33.169,18.447,0.385
89181,20.279,3521.318,9511.322,0.937,2.023,9.891,-33.166,9.891,-33.166,19.056,0.622
89199,21.494,3832.456,9530.942,0.981,1.889,9.870,-33.165,9.870,-33.165,19.504,0.659
89310,18.813,12215.873,9503.635,0.889,2.022,9.314,-33.167,9.314,-33.167,17.551,0.552
89423,20.638,15219.165,9547.738,0.971,2.057,9.114,-33.164,9.114,-33.164,18.609,0.495
89491,21.290,17127.713,9562.458,0.977,2.127,8.988,-33.163,8.988,-33.163,19.200,0.447
89500,19.584,11516.949,9536.112,0.994,1.967,9.360,-33.165,9.360,-33.165,18.254,0.575
89680,17.855,11347.922,9506.500,0.879,2.029,9.371,-33.167,9.371,-33.167,16.681,0.527
89714,18.726,7763.826,9544.085,0.923,2.100,9.609,-33.165,9.609,-33.165,16.985,0.529
89760,20.534,12365.695,9577.594,0.958,1.990,9.304,-33.163,9.304,-33.163,19.409,0.548
89817,20.845,7817.280,9594.395,0.935,2.026,9.606,-33.162,9.606,-33.162,19.030,0.516
89850,19.832,5311.332,9512.318,0.880,2.179,9.772,-33.166,9.772,-33.166,19.357,0.600
89878,19.702,10975.787,9575.425,0.950,2.007,9.396,-33.163,9.396,-33.163,19.337,0.538
89930,17.090,15132.364,9473.353,0.931,2.150,9.120,-33.168,9.120,-33.168,15.972,0.509
89972,19.426,6720.053,9582.605,0.901,2.075,9.678,-33.162,9.678,-33.163,18.902,0.523
90000,17.311,14395.481,9495.799,0.944,2.117,9.169,-33.167,9.169,-33.167,16.643,0.515
90105,19.707,12209.157,9594.744,0.889,2.044,9.314,-33.162,9.314,-33.162,19.017,0.552
90173,17.249,3966.428,9509.496,0.981,2.092,9.861,-33.166,9.861,-33.166,16.681,0.622
90214,20.775,6000.105,9650.204,0.982,1.939,9.726,-33.159,9.726,-33.159,19.086,0.530
90281,18.989,16074.496,9620.231,0.923,2.114,9.058,-33.160,9.058,-33.160,17.993,0.428
90291,17.387,10503.188,9550.240,0.882,2.119,9.427,-33.164,9.427,-33.164,16.585,0.461
90350,19.182,4685.343,9615.792,0.883,2.014,9.813,-33.160,9.813,-33.160,16.802,0.372
90511,21.284,7852.485,9677.016,0.976,2.014,9.603,-33.157,9.603,-33.157,19.708,0.560
90550,20.706,16095.643,9686.639,0.942,2.101,9.056,-33.156,9.056,-33.156,19.820,0.448
90641,16.164,11705.087,9507.068,0.940,2.000,9.348,-33.167,9.348,-33.167,15.726,0.574
90680,15.218,8570.046,9447.340,0.998,2.484,9.556,-33.170,9.556,-33.170,14.350,0.583
90808,19.456,8060.580,9694.526,0.886,2.104,9.589,-33.156,9.590,-33.156,18.976,0.574
90868,18.421,4219.681,9651.022,0.937,2.084,9.844,-33.158,9.844,-33.158,17.185,0.654
90896,17.646,11535.170,9635.384,0.907,2.047,9.359,-33.160,9.359,-33.160,16.710,0.564
90904,20.924,16648.426,9734.740,0.980,2.052,9.020,-33.153,9.020,-33.153,20.082,0.414
90913,17.651,14154.994,9652.362,0.870,2.128,9.185,-33.158,9.185,-33.158,17.137,0.477
91011,12.825,12467.996,9184.088,0.846,8.666,9.297,-33.185,9.297,-33.185,11.943,0.622
91123,19.832,8344.363,9741.467,0.903,2.184,9.571,-33.154,9.571,-33.154,18.613,0.589
91149,20.604,13966.901,9766.747,0.983,2.005,9.197,-33.152,9.198,-33.152,18.972,0.506
91410,19.973,7061.880,9784.791,0.935,2.110,9.656,-33.151,9.656,-33.151,18.853,0.517
91426,20.205,4917.751,9791.862,0.969,2.016,9.798,-33.151,9.798,-33.151,19.445,0.619
91513,21.231,16020.614,9785.154,0.964,2.091,9.061,-33.151,9.061,-33.151,19.423,0.446
91556,21.238,12973.771,9824.441,0.978,1.940,9.263,-33.149,9.263,-33.149,20.346,0.521
91603,19.659,11987.140,9801.001,0.957,2.016,9.329,-33.150,9.329,-33.150,18.113,0.487
91675,20.651,14022.781,9835.620,0.973,1.991,9.194,-33.148,9.194,-33.148,18.973,0.511
91697,21.157,3296.480,9839.603,0.967,2.013,9.905,-33.148,9.906,-33.148,19.708,0.623
91724,17.223,8433.840,9716.397,0.881,2.141,9.565,-33.155,9.565,-33.155,16.678,0.555
91725,20.574,8559.556,9836.522,0.968,2.064,9.556,-33.148,9.556,-33.149,19.364,0.574
91793,16.631,9289.140,9677.545,0.914,2.179,9.508,-33.157,9.508,-33.157,16.157,0.412
91888,20.776,6314.300,9849.603,0.943,2.037,9.705,-33.148,9.705,-33.148,20.376,0.550
91906,16.601,9316.073,9687.668,0.986,2.225,9.506,-33.157,9.506,-33.157,16.084,0.378
91993,16.803,13774.261,9720.402,0.954,2.107,9.210,-33.155,9.210,-33.155,15.435,0.480
92087,17.480,12364.336,9766.166,0.850,2.105,9.304,-33.152,9.304,-33.152,16.581,0.494
92130,19.573,12001.984,9870.205,0.973,2.021,9.328,-33.147,9.328,-33.147,18.452,0.539
92145,19.930,4701.968,9883.831,0.954,2.012,9.812,-33.145,9.812,-33.146,18.705,0.610
92378,21.770,10949.925,9930.343,0.978,1.889,9.398,-33.143,9.398,-33.143,19.609,0.443
92475,16.496,8794.997,9751.739,0.907,2.196,9.541,-33.153,9.541,-33.153,16.068,0.530
92508,15.916,7854.859,9743.160,0.949,2.128,9.603,-33.154,9.603,-33.154,15.261,0.538
92516,20.438,7094.414,9930.916,0.966,2.038,9.653,-33.143,9.654,-33.143,18.435,0.558
92592,16.316,9184.677,9785.638,0.961,2.222,9.515,-33.151,9.515,-33.151,15.131,0.366
92649,19.413,3954.997,9908.364,0.870,2.075,9.862,-33.144,9.862,-33.144,18.424,0.652
92748,19.701,12905.460,9955.132,0.894,2.045,9.268,-33.142,9.268,-33.142,17.704,0.429
92753,20.825,16572.643,9972.935,0.920,2.267,9.025,-33.140,9.025,-33.140,19.166,0.389
92947,20.892,7817.476,9996.585,0.967,1.984,9.606,-33.140,9.606,-33.140,19.854,0.565
