NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Rmag,Separation_arcsec
96670,14.840,6081.449,10180.845,0.986,3.162,9.721,-33.129,9.721,-33.129,14.106,0.503
96712,18.733,13500.336,10435.218,0.946,2.028,9.229,-33.115,9.229,-33.115,17.682,0.456
96736,17.739,7630.799,10391.391,0.882,2.146,9.618,-33.118,9.618,-33.118,16.508,0.533
96809,19.426,7325.778,10453.916,0.929,2.358,9.638,-33.114,9.638,-33.114,16.920,0.597
96842,14.852,13253.648,10155.265,0.994,2.889,9.245,-33.131,9.245,-33.131,14.061,0.510
96905,17.749,16526.133,10427.470,0.960,2.192,9.028,-33.115,9.028,-33.115,17.200,0.370
96945,18.570,13366.805,10457.125,0.978,2.030,9.237,-33.114,9.237,-33.114,17.866,0.460
96956,20.126,5319.680,10471.070,0.963,2.039,9.771,-33.113,9.771,-33.113,18.374,0.549
97039,14.593,15688.871,10186.764,0.982,3.334,9.083,-33.128,9.083,-33.128,13.626,0.510
97073,21.573,12515.590,10522.977,0.979,1.924,9.294,-33.110,9.294,-33.110,19.939,0.468
97165,20.182,10146.847,10501.279,0.967,2.012,9.451,-33.112,9.451,-33.112,19.516,0.323
97174,17.653,13276.336,10436.066,0.864,2.102,9.243,-33.115,9.243,-33.115,16.660,0.474
97204,21.667,1570.687,10540.278,0.980,1.880,10.020,-33.108,10.020,-33.108,19.742,0.480
97338,21.464,15843.608,10551.079,0.938,2.466,9.073,-33.108,9.073,-33.108,19.473,0.571
97395,18.293,7491.930,10503.110,0.940,2.101,9.627,-33.111,9.627,-33.112,17.133,0.537
97427,20.531,8519.960,10544.054,0.972,2.022,9.559,-33.109,9.559,-33.109,19.649,0.545
97521,21.118,12642.570,10559.109,0.974,2.058,9.285,-33.108,9.286,-33.108,20.185,0.466
97607,18.565,10751.471,10529.450,0.858,2.071,9.411,-33.110,9.411,-33.110,18.006,0.376
97622,20.225,2780.880,10529.074,0.964,2.059,9.940,-33.109,9.940,-33.109,19.045,0.575
97623,19.519,6296.586,10554.148,0.954,2.076,9.706,-33.108,9.706,-33.109,18.662,0.487
97658,14.066,7402.158,10207.503,0.951,4.577,9.633,-33.128,9.633,-33.128,13.034,0.465
97667,15.709,14020.684,10379.567,0.998,2.131,9.194,-33.118,9.194,-33.118,15.110,0.511
97755,19.928,15610.834,10575.874,0.911,2.125,9.089,-33.107,9.089,-33.107,19.435,0.482
97806,19.842,12216.731,10587.511,0.933,2.052,9.314,-33.107,9.314,-33.107,19.141,0.422
97818,19.255,10574.990,10580.754,0.931,2.021,9.423,-33.107,9.423,-33.107,18.489,0.375
97820,21.354,5613.369,10608.376,0.936,2.213,9.752,-33.105,9.752,-33.105,19.734,0.525
98055,16.075,12713.790,10433.290,0.987,2.037,9.281,-33.115,9.281,-33.115,15.116,0.463
98234,20.221,9572.898,10650.523,0.893,2.081,9.489,-33.103,9.489,-33.103,19.534,0.302
98263,21.618,10760.897,10672.351,0.976,1.941,9.410,-33.102,9.410,-33.102,19.543,0.409
98301,18.903,6855.915,10624.368,0.848,2.157,9.669,-33.105,9.669,-33.105,17.912,0.517
98376,15.268,2123.854,10439.436,0.998,2.564,9.983,-33.114,9.983,-33.114,14.511,0.516
98465,19.376,10158.574,10662.589,0.901,2.038,9.450,-33.103,9.450,-33.103,17.887,0.332
98499,14.974,8414.099,10411.857,0.993,2.857,9.566,-33.117,9.566,-33.117,14.246,0.550
98544,19.641,13353.119,10671.978,0.872,2.114,9.238,-33.102,9.238,-33.102,18.665,0.448
98578,14.421,7395.605,10196.649,0.995,3.816,9.633,-33.128,9.634,-33.129,13.394,0.530
98616,15.901,3920.710,10505.174,0.996,2.147,9.864,-33.111,9.864,-33.111,15.445,0.658
98698,19.634,2763.620,10683.711,0.946,2.063,9.941,-33.101,9.941,-33.101,19.204,0.584
98901,18.556,5007.986,10705.783,0.919,2.134,9.792,-33.100,9.792,-33.100,17.537,0.569
98999,19.808,8112.470,10747.980,0.943,2.064,9.586,-33.098,9.586,-33.098,19.340,0.545
99100,18.058,8656.536,10700.598,0.935,2.087,9.550,-33.100,9.550,-33.101,17.378,0.525
99194,17.350,5302.454,10662.024,0.900,2.163,9.772,-33.102,9.772,-33.102,16.517,0.575
99380,18.191,16985.740,10742.158,0.878,2.265,8.997,-33.097,8.998,-33.097,17.728,0.436
99391,21.995,3262.705,10830.775,0.980,1.946,9.907,-33.093,9.908,-33.093,19.440,0.648
99413,18.287,13887.697,10727.978,0.881,4.905,9.203,-33.099,9.203,-33.099,17.967,0.371
99500,20.858,12643.639,10827.065,0.992,1.975,9.285,-33.093,9.286,-33.093,19.816,0.428
99566,22.020,2861.682,10850.639,0.969,2.143,9.934,-33.091,9.934,-33.091,19.309,0.441
99574,18.985,11453.924,10804.735,0.883,2.053,9.364,-33.095,9.364,-33.095,17.127,0.492
99638,20.708,16016.220,10846.276,0.961,2.060,9.062,-33.092,9.062,-33.092,19.081,0.441
99738,19.692,15388.749,10841.519,0.938,2.053,9.103,-33.092,9.103,-33.092,18.366,0.470
99910,20.091,7712.060,10865.976,0.970,2.007,9.612,-33.091,9.613,-33.091,18.606,0.506
100137,20.833,11145.007,10904.625,0.976,1.957,9.385,-33.089,9.385,-33.089,19.794,0.416
100153,20.820,13534.976,10900.018,0.949,2.029,9.226,-33.089,9.226,-33.089,19.948,0.491
100175,19.845,8735.413,10884.257,0.923,2.049,9.545,-33.090,9.545,-33.090,18.229,0.502
100239,17.035,6494.901,10756.862,0.855,2.209,9.693,-33.097,9.693,-33.097,16.481,0.469
100276,18.845,11091.526,10874.412,0.920,2.014,9.388,-33.091,9.388,-33.091,18.300,0.401
100279,21.164,13184.588,10929.967,0.977,2.071,9.250,-33.087,9.250,-33.088,19.494,0.368
100302,21.308,9387.185,10936.513,0.980,1.973,9.501,-33.087,9.501,-33.087,19.233,0.367
100361,19.911,8643.428,10893.268,0.890,2.068,9.551,-33.090,9.551,-33.090,18.013,0.537
100555,15.012,6141.509,10693.456,0.992,2.940,9.717,-33.101,9.717,-33.101,14.341,0.469
100692,16.821,13781.165,10831.985,0.949,2.080,9.210,-33.093,9.210,-33.093,16.252,0.455
100788,17.783,12401.365,10891.988,0.850,2.337,9.301,-33.090,9.302,-33.090,17.393,0.403
100807,17.953,2958.979,10936.476,0.893,2.184,9.928,-33.087,9.928,-33.087,17.443,0.590
100901,19.665,9684.613,10985.607,0.882,2.044,9.482,-33.085,9.482,-33.085,19.243,0.331
101020,21.058,2227.005,11024.550,0.980,1.949,9.976,-33.082,9.976,-33.082,18.984,0.479
101026,21.168,1679.451,11017.752,0.976,2.030,10.012,-33.082,10.013,-33.082,19.657,0.475
101032,18.836,3756.179,10983.426,0.959,2.111,9.875,-33.084,9.875,-33.084,17.897,0.603
101039,16.686,3949.399,10840.537,0.951,2.182,9.862,-33.092,9.862,-33.092,15.795,0.592
101275,17.498,16258.138,10942.622,0.913,2.309,9.046,-33.086,9.046,-33.086,17.032,0.389
101295,16.187,9476.709,10865.266,0.969,2.114,9.495,-33.091,9.496,-33.091,15.644,0.415
101535,21.250,13518.426,11082.970,0.979,1.960,9.227,-33.079,9.228,-33.079,19.751,0.446
101554,21.464,16622.141,11078.489,0.974,2.139,9.022,-33.079,9.022,-33.079,19.422,0.467
101569,15.581,12382.248,10873.288,0.998,2.207,9.303,-33.091,9.303,-33.091,14.601,0.295
101707,21.691,4823.129,11115.364,0.974,2.034,9.804,-33.077,9.804,-33.077,19.525,0.548
101780,19.750,10781.809,11099.696,0.957,2.006,9.409,-33.078,9.409,-33.078,18.040,0.300
101848,20.332,15865.597,11118.630,0.940,2.075,9.072,-33.077,9.072,-33.077,19.633,0.464
101919,19.995,7685.168,11118.129,0.943,2.061,9.614,-33.077,9.614,-33.077,19.512,0.515
101994,21.214,4917.016,11149.504,0.974,2.029,9.798,-33.075,9.798,-33.075,19.737,0.583
102032,16.232,7070.939,10964.663,0.980,2.268,9.655,-33.086,9.655,-33.086,14.965,0.474
102077,18.499,10148.346,11110.925,0.871,2.066,9.451,-33.078,9.451,-33.078,16.895,0.299
102143,18.910,2544.752,11129.247,0.925,2.094,9.955,-33.076,9.955,-33.076,18.223,0.542
102322,20.781,14048.450,11179.404,0.933,2.062,9.192,-33.074,9.192,-33.074,20.415,0.505
102386,20.151,10038.929,11184.296,0.932,2.042,9.458,-33.074,9.458,-33.074,19.701,0.278
102390,16.246,6140.501,11121.587,0.973,2.333,9.717,-33.077,9.717,-33.077,15.630,0.487
102446,14.439,6157.429,11029.043,0.965,3.826,9.716,-33.082,9.716,-33.082,13.673,0.484
102500,20.325,6799.551,11189.608,0.941,2.024,9.673,-33.073,9.673,-33.073,18.915,0.445
102509,17.739,13773.257,10644.463,0.858,44.169,9.210,-33.103,9.211,-33.103,18.340,0.502
102580,20.832,4065.968,11219.368,0.977,2.005,9.854,-33.071,9.854,-33.071,19.113,0.594
102588,16.301,8767.547,11031.623,0.969,2.285,9.542,-33.082,9.543,-33.082,15.257,0.447
102625,19.416,10317.849,11200.650,0.932,2.021,9.440,-33.073,9.440,-33.073,17.585,0.286
102669,19.726,2288.645,11201.990,0.939,2.032,9.972,-33.072,9.972,-33.072,18.074,0.536
102678,20.886,16371.448,11231.772,0.978,2.076,9.038,-33.070,9.038,-33.070,19.263,0.441
102776,17.587,1915.700,11147.961,0.877,2.129,9.997,-33.075,9.997,-33.075,16.737,0.512
102806,19.122,10422.090,11217.806,0.914,2.085,9.433,-33.072,9.433,-33.072,18.461,0.311
102886,20.854,15642.016,11259.357,0.977,2.049,9.087,-33.069,9.087,-33.069,19.499,0.454
102920,16.921,11935.781,11101.633,0.878,2.176,9.332,-33.078,9.332,-33.078,16.250,0.357
103017,21.494,11378.046,11285.048,0.977,1.910,9.369,-33.068,9.369,-33.068,20.089,0.381
103171,18.365,10960.708,11242.487,0.901,2.028,9.397,-33.070,9.397,-33.070,17.796,0.360
103234,15.782,17079.111,11100.836,0.995,2.221,8.991,-33.077,8.992,-33.077,15.051,0.505
103351,17.152,14206.372,11159.764,0.860,2.151,9.182,-33.075,9.182,-33.075,16.699,0.437
103408,21.075,4131.602,11325.828,0.987,2.038,9.850,-33.065,9.850,-33.065,19.636,0.551
103451,20.521,7848.470,11315.290,0.920,2.116,9.603,-33.066,9.604,-33.066,19.639,0.553
103511,21.548,12463.396,11348.852,0.981,1.928,9.297,-33.064,9.298,-33.064,19.874,0.364
103526,18.915,12815.226,11310.388,0.929,2.037,9.274,-33.066,9.274,-33.066,17.181,0.401
103717,18.879,10130.633,11318.729,0.888,2.059,9.452,-33.066,9.452,-33.066,16.614,0.425
103769,16.157,14997.696,11182.685,0.998,2.044,9.129,-33.073,9.129,-33.073,15.633,0.467
103771,20.233,8387.995,11366.125,0.981,2.043,9.568,-33.064,9.568,-33.064,19.572,0.550
104122,20.668,16483.025,11406.147,0.917,2.308,9.031,-33.060,9.031,-33.060,20.538,0.468
104143,19.924,12746.980,11406.103,0.969,2.057,9.279,-33.061,9.279,-33.061,19.013,0.364
104258,21.528,5578.945,11413.880,0.969,2.089,9.754,-33.061,9.754,-33.061,20.056,0.531
104314,16.134,12603.038,11271.122,0.853,2.279,9.288,-33.069,9.288,-33.069,15.157,0.382
104494,18.608,10826.945,11428.662,0.868,2.055,9.406,-33.060,9.406,-33.060,17.756,0.329
104501,20.236,10759.958,11459.892,0.975,1.974,9.410,-33.058,9.410,-33.058,18.208,0.344
104533,20.854,4572.600,11457.836,0.961,2.050,9.820,-33.058,9.821,-33.058,19.222,0.515
104604,19.850,8517.493,11461.065,0.947,2.041,9.559,-33.058,9.559,-33.058,18.945,0.517
104794,19.067,7789.368,11469.084,0.879,2.092,9.607,-33.058,9.607,-33.058,17.991,0.517
104829,15.550,12720.390,11298.305,0.998,2.192,9.280,-33.067,9.280,-33.067,14.758,0.406
104903,20.091,13806.660,11511.810,0.964,2.015,9.208,-33.055,9.209,-33.055,19.716,0.441
104919,19.224,14981.930,11499.763,0.936,2.090,9.131,-33.056,9.131,-33.056,17.844,0.438
104960,11.528,2351.343,11507.528,0.845,20.266,9.968,-33.055,9.968,-33.055,10.439,0.454
104969,14.803,6136.179,11226.778,0.986,3.231,9.717,-33.071,9.717,-33.071,14.021,0.455
105023,20.685,4326.539,11536.499,0.961,2.056,9.837,-33.054,9.837,-33.054,18.956,0.583
105071,19.830,8167.628,11520.204,0.928,2.065,9.582,-33.055,9.582,-33.055,18.124,0.499
105086,18.677,5467.393,11508.590,0.994,2.080,9.761,-33.055,9.761,-33.055,17.884,0.483
105163,19.594,17156.998,11535.789,0.910,2.226,8.986,-33.053,8.986,-33.053,18.454,0.247
105180,17.251,5994.933,11418.352,0.868,2.176,9.726,-33.060,9.726,-33.061,16.604,0.495
105275,19.575,9728.065,11551.074,0.939,2.055,9.479,-33.053,9.479,-33.053,17.077,0.285
105287,18.920,12837.280,11537.954,0.898,2.098,9.273,-33.054,9.273,-33.054,18.400,0.396
105354,19.689,16419.861,11560.838,0.917,2.198,9.035,-33.052,9.035,-33.052,18.002,0.406
105365,21.431,12792.798,11592.651,0.979,1.939,9.276,-33.051,9.276,-33.051,19.881,0.413
105574,21.282,6867.492,11616.604,0.981,1.945,9.668,-33.050,9.668,-33.050,18.957,0.441
105640,21.533,15038.005,11629.528,0.982,1.968,9.127,-33.048,9.127,-33.048,19.314,0.470
105726,20.444,16525.320,11598.827,0.932,2.259,9.028,-33.050,9.028,-33.050,19.773,0.472
105778,17.969,9821.517,11563.421,0.879,2.079,9.473,-33.053,9.473,-33.053,17.468,0.301
105827,20.997,6951.287,11644.796,0.975,1.994,9.663,-33.048,9.663,-33.048,19.204,0.448
105874,12.694,10536.137,11046.515,0.845,9.107,9.425,-33.081,9.425,-33.081,11.692,0.242
105878,17.273,11002.191,11539.583,0.981,2.124,9.394,-33.054,9.394,-33.054,16.104,0.307
105911,22.101,12900.028,11671.512,0.980,1.900,9.269,-33.046,9.269,-33.046,19.700,0.412
105915,21.219,1520.470,11660.447,0.982,1.920,10.023,-33.046,10.023,-33.046,19.212,0.500
105957,18.166,6789.030,11587.932,0.932,2.094,9.674,-33.051,9.674,-33.051,17.317,0.449
106174,18.607,13815.314,11640.756,0.982,2.123,9.208,-33.048,9.208,-33.048,18.223,0.455
106195,20.831,12603.930,11690.050,0.981,1.992,9.288,-33.045,9.288,-33.045,19.212,0.399
106216,20.281,6539.282,11675.267,0.894,2.223,9.690,-33.046,9.690,-33.046,18.458,0.340
106240,21.386,4217.006,11700.646,0.981,2.027,9.844,-33.044,9.844,-33.045,19.516,0.588
106299,17.708,13180.272,11609.859,0.889,2.426,9.250,-33.050,9.250,-33.050,16.937,0.409
106434,20.770,2573.057,11699.951,0.977,2.027,9.953,-33.044,9.953,-33.044,19.284,0.576
106463,20.381,14465.577,11711.924,0.973,2.036,9.165,-33.044,9.165,-33.044,18.594,0.419
106495,20.871,4955.599,11712.605,0.915,2.315,9.795,-33.044,9.795,-33.044,20.271,0.435
106544,18.954,5548.545,11696.533,0.861,2.098,9.756,-33.045,9.756,-33.045,17.365,0.454
106557,18.808,11599.931,11695.598,0.900,2.097,9.355,-33.045,9.355,-33.045,17.919,0.332
106627,17.852,13810.192,11678.124,0.907,2.183,9.208,-33.046,9.208,-33.046,17.413,0.456
106629,16.407,3521.149,11558.051,0.924,2.238,9.890,-33.052,9.890,-33.052,15.817,0.636
106677,19.425,16575.771,11725.376,0.896,2.214,9.025,-33.043,9.025,-33.043,18.263,0.459
106749,19.138,17070.258,11722.943,0.874,2.295,8.992,-33.043,8.992,-33.043,18.697,0.509
106786,15.665,13890.511,11568.616,0.998,2.308,9.203,-33.052,9.203,-33.052,15.043,0.469
106832,15.674,8925.284,11563.538,0.997,2.265,9.532,-33.053,9.532,-33.053,15.098,0.513
106988,16.056,13180.857,11595.277,0.942,2.089,9.250,-33.051,9.250,-33.051,15.520,0.421
107017,16.335,7550.524,11598.422,0.962,2.329,9.623,-33.051,9.623,-33.051,15.854,0.516
107040,17.997,1730.731,11713.037,0.854,2.159,10.009,-33.043,10.009,-33.043,16.540,0.452
107123,19.270,16572.100,11781.598,0.882,2.201,9.025,-33.040,9.025,-33.040,18.275,0.468
107130,20.214,7542.067,11790.184,0.943,2.079,9.624,-33.040,9.624,-33.040,19.316,0.501
107170,20.704,15015.386,11809.199,0.935,2.113,9.128,-33.038,9.128,-33.038,19.921,0.448
107206,20.610,9845.731,11812.124,0.946,2.050,9.471,-33.039,9.471,-33.039,19.156,0.301
107237,19.867,4215.121,11807.928,0.965,2.055,9.844,-33.039,9.844,-33.039,18.864,0.572
107370,20.498,2711.114,11834.967,0.986,2.014,9.944,-33.037,9.944,-33.037,18.531,0.519
107462,18.637,11229.132,11806.576,0.916,2.041,9.379,-33.039,9.379,-33.039,17.978,0.344
107491,20.171,9325.810,11845.321,0.915,2.116,9.505,-33.037,9.506,-33.037,19.412,0.361
107499,20.726,9058.354,11844.440,0.954,2.053,9.523,-33.037,9.523,-33.037,19.274,0.531
107528,20.584,10212.846,11854.781,0.981,2.000,9.447,-33.036,9.447,-33.036,19.966,0.303
107542,17.109,8902.952,11724.026,0.889,2.144,9.533,-33.044,9.534,-33.044,15.947,0.497
107690,19.236,7802.128,11844.067,0.898,2.111,9.606,-33.037,9.607,-33.037,18.118,0.508
107711,18.814,3585.885,11821.385,0.891,2.098,9.886,-33.038,9.886,-33.038,17.796,0.468
107720,17.941,7121.131,11810.195,0.858,2.221,9.652,-33.039,9.652,-33.039,17.444,0.487
107794,19.176,14981.691,11863.643,0.910,2.103,9.131,-33.035,9.131,-33.035,17.900,0.476
107901,21.118,13523.426,11863.736,0.913,2.345,9.227,-33.036,9.227,-33.036,20.559,0.438
107982,20.316,7438.767,11904.424,0.961,2.063,9.630,-33.034,9.631,-33.034,18.537,0.521
107993,20.003,8332.935,11905.897,0.969,2.046,9.571,-33.034,9.571,-33.034,18.586,0.556
107994,19.527,2727.778,11893.591,0.913,2.122,9.943,-33.033,9.943,-33.034,19.076,0.558
108002,19.907,5651.126,11908.191,0.945,2.072,9.749,-33.033,9.749,-33.033,18.368,0.476
108042,18.973,2679.172,11896.024,0.964,2.050,9.946,-33.033,9.946,-33.033,17.782,0.543
108122,21.431,3830.258,11941.213,0.979,2.025,9.870,-33.031,9.870,-33.031,19.345,0.590
108224,20.066,10736.821,11938.556,0.938,2.008,9.412,-33.032,9.412,-33.032,18.786,0.290
108329,18.396,5727.977,11925.711,0.904,2.119,9.744,-33.032,9.744,-33.032,17.975,0.444
108438,20.046,12966.565,11965.675,0.882,2.131,9.264,-33.030,9.264,-33.030,18.723,0.360
108528,20.070,2166.988,11981.133,0.920,2.124,9.980,-33.028,9.980,-33.029,19.591,0.502
108543,18.932,7394.047,11952.491,0.930,2.110,9.633,-33.031,9.634,-33.031,18.421,0.489
108546,21.091,13086.858,11994.342,0.979,2.011,9.256,-33.028,9.256,-33.028,19.672,0.424
108683,21.018,14412.810,12018.854,0.991,2.018,9.168,-33.027,9.168,-33.027,19.150,0.480
108818,20.706,15501.950,12031.969,0.977,2.072,9.096,-33.026,9.096,-33.026,19.503,0.417
108859,21.020,10604.838,12035.370,0.974,2.004,9.421,-33.026,9.421,-33.026,19.731,0.317
108895,21.392,15288.840,12050.310,0.981,2.017,9.110,-33.025,9.110,-33.025,19.784,0.482
108902,18.484,9521.901,11980.335,0.862,2.188,9.492,-33.029,9.493,-33.029,16.953,0.462
108911,13.062,4941.694,11513.601,0.845,7.973,9.796,-33.055,9.796,-33.055,12.064,0.492
108983,17.584,12223.774,11973.166,0.901,2.150,9.313,-33.030,9.313,-33.030,17.105,0.338
108984,17.007,9549.134,11949.848,0.939,2.137,9.491,-33.031,9.491,-33.031,16.059,0.346
109031,18.945,5547.392,12028.863,0.910,2.081,9.756,-33.026,9.756,-33.027,18.435,0.451
109103,21.118,5859.871,12063.980,0.965,2.099,9.735,-33.025,9.735,-33.025,20.695,0.466
109112,14.114,3450.289,11704.386,0.981,4.521,9.895,-33.044,9.895,-33.044,13.327,0.634
109190,16.249,17151.178,11887.471,0.993,2.404,8.987,-33.033,8.987,-33.034,15.750,0.505
109225,19.290,6228.151,12027.655,0.872,2.247,9.711,-33.027,9.711,-33.027,18.431,0.416
109292,19.302,4266.453,12048.669,0.903,2.232,9.841,-33.025,9.841,-33.025,18.802,0.582
109294,18.998,4257.645,12063.147,0.872,2.150,9.841,-33.024,9.841,-33.024,18.484,0.577
109347,20.867,9790.148,12103.906,0.978,2.002,9.475,-33.023,9.475,-33.023,19.695,0.317
109395,17.309,3865.709,11982.343,0.935,2.173,9.867,-33.029,9.867,-33.029,15.727,0.606
109415,20.087,13662.920,12100.822,0.975,2.007,9.218,-33.022,9.218,-33.022,19.788,0.442
109551,18.470,3336.126,12091.447,0.918,2.146,9.902,-33.023,9.902,-33.023,17.860,0.570
109571,18.134,10645.428,12058.172,0.930,2.058,9.418,-33.025,9.418,-33.025,17.603,0.278
109576,18.388,5400.030,12086.975,0.932,2.096,9.766,-33.023,9.766,-33.023,17.698,0.482
109679,21.951,6340.576,12162.717,0.980,1.912,9.703,-33.019,9.703,-33.019,19.421,0.418
109701,21.591,13427.209,12162.917,0.980,1.950,9.234,-33.019,9.234,-33.019,19.618,0.406
109750,18.270,12038.941,12104.012,0.906,2.130,9.326,-33.022,9.326,-33.022,17.521,0.316
109783,18.881,5779.034,12128.658,0.877,2.128,9.740,-33.021,9.741,-33.021,18.356,0.434
109796,18.054,12429.776,12087.546,0.871,2.115,9.300,-33.023,9.300,-33.023,17.151,0.335
109797,21.296,13866.924,12171.036,0.980,1.967,9.205,-33.018,9.205,-33.019,19.426,0.449
109835,14.325,6340.158,11918.382,0.974,4.085,9.703,-33.033,9.703,-33.033,13.466,0.433
109913,20.329,6167.553,12051.853,0.934,7.645,9.715,-33.025,9.715,-33.025,19.622,0.408
109930,21.218,11667.694,12185.392,0.980,1.976,9.350,-33.018,9.350,-33.018,19.900,0.291
109999,22.016,9019.429,12205.231,0.977,1.916,9.526,-33.017,9.526,-33.017,19.849,0.445
110078,17.995,4348.428,12133.724,0.974,2.132,9.835,-33.020,9.835,-33.021,17.379,0.584
110154,16.755,6582.455,12138.007,0.991,2.166,9.687,-33.021,9.687,-33.021,16.246,0.420
110155,21.308,7071.894,12215.423,0.981,2.021,9.655,-33.016,9.655,-33.016,19.732,0.429
110198,21.221,10976.904,12220.375,0.982,1.925,9.396,-33.016,9.396,-33.016,18.990,0.292
110218,20.231,16928.523,12207.161,0.916,2.237,9.002,-33.016,9.002,-33.016,18.960,0.523
110226,19.113,5854.511,12183.175,0.861,2.097,9.735,-33.018,9.736,-33.018,17.780,0.434
110251,17.281,9657.297,12098.271,0.988,2.137,9.483,-33.023,9.484,-33.023,16.575,0.350
110262,20.209,5217.646,12212.953,0.974,2.030,9.778,-33.016,9.778,-33.016,18.870,0.489
110273,21.221,8567.503,12223.861,0.976,1.990,9.556,-33.016,9.556,-33.016,19.350,0.546
110325,16.927,6191.551,12053.361,0.963,2.181,9.713,-33.025,9.713,-33.025,15.539,0.435
110359,13.646,13345.491,11705.311,0.916,5.424,9.239,-33.044,9.239,-33.044,12.708,0.445
110385,20.306,2610.646,12225.592,0.959,2.021,9.950,-33.015,9.950,-33.015,19.257,0.516
110397,20.203,7814.949,12230.483,0.947,2.047,9.606,-33.015,9.606,-33.016,18.545,0.495
110515,14.376,4573.078,11913.744,0.979,3.811,9.820,-33.033,9.821,-33.033,13.412,0.555
110536,20.612,14995.722,12256.577,0.979,2.031,9.130,-33.013,9.130,-33.014,18.934,0.453
110543,16.928,5881.907,12114.348,0.960,2.204,9.734,-33.022,9.734,-33.022,16.465,0.421
110551,13.199,13391.823,11739.802,0.846,6.848,9.236,-33.042,9.236,-33.043,12.358,0.545
110618,19.289,7380.462,12239.016,0.911,2.081,9.634,-33.015,9.634,-33.015,18.381,0.499
110637,19.150,11944.787,12237.000,0.915,2.105,9.332,-33.015,9.332,-33.015,18.114,0.196
110691,20.596,11014.620,12269.228,0.977,1.965,9.394,-33.013,9.394,-33.013,19.307,0.290
110732,20.974,6543.899,12282.325,0.978,2.018,9.690,-33.012,9.690,-33.013,20.200,0.422
110818,17.860,10186.610,12202.404,0.994,2.112,9.448,-33.017,9.448,-33.017,16.166,0.195
110930,17.209,9352.376,12170.440,0.981,2.153,9.504,-33.019,9.504,-33.019,16.681,0.386
111007,19.546,4167.177,12288.699,0.899,2.109,9.847,-33.012,9.847,-33.012,18.698,0.586
111054,21.221,4625.692,12322.358,0.978,1.964,9.817,-33.010,9.817,-33.010,20.297,0.552
111118,20.025,13832.241,12314.882,0.939,2.054,9.207,-33.010,9.207,-33.011,18.670,0.430
111224,20.531,12940.571,12333.550,0.961,2.016,9.266,-33.010,9.266,-33.010,19.682,0.359
111273,19.182,8019.771,12315.891,0.928,2.111,9.592,-33.011,9.592,-33.011,18.580,0.554
111338,19.719,14063.256,12332.672,0.957,2.064,9.192,-33.009,9.192,-33.010,19.297,0.457
111394,15.551,7888.637,12144.829,0.996,2.361,9.601,-33.020,9.601,-33.020,14.801,0.534
111534,19.226,15231.296,12334.314,0.911,2.206,9.114,-33.009,9.114,-33.009,18.338,0.465
111581,19.085,6532.195,12351.520,0.982,2.132,9.690,-33.009,9.691,-33.009,17.459,0.371
111650,17.726,11200.728,12321.266,0.879,2.084,9.381,-33.010,9.381,-33.010,16.121,0.347
111712,19.046,13835.185,12374.091,0.908,2.100,9.207,-33.007,9.207,-33.007,18.497,0.439
111754,14.360,8914.344,12111.959,0.982,3.890,9.533,-33.022,9.533,-33.022,13.558,0.487
111774,21.150,10098.818,12415.019,0.977,2.023,9.454,-33.005,9.454,-33.005,19.271,0.307
111833,17.477,15244.005,12296.560,0.913,2.324,9.113,-33.011,9.113,-33.011,16.183,0.389
111842,18.835,7846.189,12372.654,0.902,2.089,9.603,-33.008,9.604,-33.008,17.245,0.553
111925,21.214,11282.292,12424.344,0.978,1.933,9.376,-33.005,9.376,-33.005,19.670,0.329
111961,18.424,12297.077,12340.368,0.867,2.130,9.309,-33.009,9.309,-33.009,17.805,0.318
112233,20.171,2665.824,12455.151,0.964,2.020,9.947,-33.002,9.947,-33.002,18.832,0.554
112272,18.161,1518.461,12411.044,0.928,2.143,10.023,-33.004,10.023,-33.004,17.147,0.415
112276,20.387,4535.221,12461.499,0.926,2.055,9.823,-33.002,9.823,-33.002,18.887,0.556
112281,19.505,4565.748,11851.660,0.911,6.132,9.821,-33.036,9.821,-33.036,18.182,0.695
112344,16.203,10522.470,12299.698,0.989,2.211,9.426,-33.012,9.426,-33.012,15.620,0.276
112384,18.440,3092.363,12399.733,0.969,2.095,9.918,-33.005,9.919,-33.006,17.065,0.588
112385,18.545,9842.554,12442.863,0.900,2.083,9.471,-33.004,9.471,-33.004,18.070,0.291
112500,20.107,10632.363,12491.453,0.903,1.993,9.419,-33.001,9.419,-33.001,18.925,0.272
112509,20.470,5932.858,12494.544,0.929,2.053,9.730,-33.001,9.730,-33.001,19.876,0.449
112510,20.839,5621.073,12495.801,0.928,2.100,9.751,-33.001,9.751,-33.001,18.990,0.506
112850,20.791,8798.709,12553.752,0.980,1.968,9.540,-32.998,9.540,-32.998,19.337,0.541
112917,13.670,6049.265,12124.425,0.924,5.830,9.723,-33.021,9.723,-33.021,12.803,0.402
113120,19.930,6834.200,12567.671,0.900,2.040,9.670,-32.997,9.671,-32.997,19.401,0.417
113158,20.161,3720.623,12559.255,0.900,2.409,9.877,-32.997,9.877,-32.997,18.249,0.512
113294,20.967,17003.357,12609.637,0.953,2.220,8.997,-32.993,8.997,-32.994,20.462,0.555
